id,name,slug,facility_type,status,is_claimed,address,postal_code,latitude,longitude,phone_number,email,website,business_hours,range_length_yards,number_of_lanes,has_pro_shop,has_3d_course,has_field_course,membership_required,membership_price_adult,drop_in_price,equipment_rental_available,lessons_available,lesson_price_range,bow_types_allowed,accessibility,parking_available,post_images,description,city,state
fc5cfb7e-9a21-4457-b6ca-5fbff3075d22,A Place to Shoot,a-place-to-shoot-tx,commercial,active,False,"13250 Pleasanton Rd, San Antonio, TX 78221",,,,+12106281888,,https://www.aplacetoshoot.com,,,,False,False,False,False,,,False,False,,,false,false,"[""https://s3-media0.fl.yelpcdn.com/bphoto/MvlMJ1gScx_AkSVP3wGe2g/l.jpg""]","Archery range located in San Antonio, TX.",San Antonio,Texas
27093d58-a7f2-49ac-848a-bfe93147b754,A Place To Shoot San Antonio,a-place-to-shoot-san-antonio-tx,commercial,active,False,13250 Pleasanton Rd,78221,,,+12106281888,,https://www.aplacetoshoot.com,,,,False,False,False,False,,,False,False,,,false,false,"[""https://images.unsplash.com/photo-1574607774561-e645c79a2478?w=800&h=400&fit=crop""]","Archery range located in San Antonio, TX.",San Antonio,Texas
118e1fe1-5c07-4b20-9dda-c7e6a0668f90,A-1 Archery,a-1-archery-wi,commercial,active,False,587 Lenertz Rd,54016,,,715-386-1217,dan@a1archery.com,https://a1archery.com/,Mon-Fri: 10:00 AM to 7:00 PM; Sat: 9:00 AM to 5:00 PM; Sun: Closed,,,True,False,False,False,,,False,True,,,false,false,"[""state-range-photos/wisconsin/A-1 Archery (Hudson).jpg""]","Archery range located in Hudson, WI.",Hudson,Wisconsin
49338e2f-112c-4496-a62a-c707b67d4a17,Abilene Bowhunters Assoc,abilene-bowhunters-assoc-tx,volunteer_club,active,False,"4951 FM 89, Tuscola, TX 79562",79508,,,(325) 370-6105,abilenebowhunterstx@gmail.com,https://www.abilenebowhunters.com/,,,,False,True,False,False,,,False,False,,,false,false,"[""https://images.squarespace-cdn.com/content/v1/615d02a674dd5707cc4ac3cb/1633833874648-06AGKWFZKC7ZZ4CPO7BC/53604366_2285832851478396_8202144597594341376_n.jpg""]",ASA-affiliated 3D archery club. Contact: Jon Earley.,Buffalo Gap,Texas
cd29ce74-74bb-4cd1-91ab-edd6c884025e,Academy Archery Club,academy-archery-club-co,volunteer_club,active,False,5342 Sumac Drive,80840,38.9809939,-104.8452746,,AAC@Academyarcheryclub.org,https://academyarcheryclub.org/,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/colorado/Academy Archery Club (USAF Academy).jpg""]","Archery range located in USAF Academy, CO.",USAF Academy,Colorado
779d6a80-e025-44ae-97ba-c45af931adb3,Ace Archers,ace-archers-ma,commercial,active,False,131 Morse Street,02035,,,,,https://www.acearchers.com,,,,False,False,False,False,,,False,False,,,false,false,"[""https://acearchers.com/wp-content/uploads/2023/10/IMG_6190.jpeg""]","Archery range located in Foxborough, MA.",Foxborough,Massachusetts
441a5f2f-5400-4057-8d0e-6bc1c119a6a9,Ace Archers Inc OH,ace-archers-inc-oh-oh,commercial,active,False,11785 Johnstown Utica Rd,43031,,,+16145193994,,,,,,False,False,False,False,,,False,False,,,false,false,"[""https://acearchers.com/wp-content/uploads/2023/10/IMG_6193.jpeg""]","Archery range located in Johnstown, OH.",Johnstown,Ohio
af02ba90-621d-4137-bcc6-2709fa17f867,ACE Archery,ace-archery-ga,commercial,active,False,181 SOUTH CHEROKEE RD,30025,33.6552549,-83.7199966,+17704643354,acearcheryrange@gmail.com,,,,,True,False,False,False,,,False,True,,,false,false,"[""state-range-photos/georgia/ACE Archery (SOCIAL CIRCLE).jpg""]","Archery range located in SOCIAL CIRCLE, GA.",SOCIAL CIRCLE,Georgia
e32ae6c8-df82-4b7a-a83e-8d7fe780ec51,"Aces & Arrows Archery, Inc.",aces-arrows-archery-inc-nv,commercial,active,False,"980 American Pacific Dr, Suite 107",89014,36.0424373,-115.0272279,+17027784889,info@acesandarrows.com,https://acesandarrows.com/,,,,False,False,False,False,,,False,False,,,false,false,"[""https://images.unsplash.com/photo-1574607774561-e645c79a2478?w=800&h=400&fit=crop""]","Archery range located in Henderson, NV.",Henderson,Nevada
4b70ad11-aaac-464a-9b47-dc743f07c003,Adams Conservation Club,adams-conservation-club-oh,volunteer_club,active,False,240 S King Road,43528,41.6338149,-83.7258907,419-865-3821,info@adamscc.org,https://www.adamscc.org/,7 days a week 9 a.m. to sunset or 9 p.m. (whichever comes first),,,False,True,False,True,,,False,False,,,false,false,"[""https://www.ohioarchers.com/clubs/Adamsimage005.jpg""]","Archery range located in Holland, OH.",Holland,Ohio
e23b6c86-5c0e-4550-9c79-0dcc0e3bb6c8,Addiction Archery,addiction-archery-mo,commercial,active,False,"27307 SE Outer Rd, Harrisonville, MO 64701",,,,+18169201748,,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/missouri/Addiction Archery (Kansas City).jpg""]","Archery range located in Kansas City, MO.",Kansas City,Missouri
be9f1b15-ba8b-47ff-b437-1ec3916b4c96,Addictive Archery,addictive-archery-or,commercial,active,False,6693 Keene Rd NE,97026,,,,,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/oregon/Addictive Archery (Gervais).jpg""]","Archery range located in Gervais, OR.",Gervais,Oregon
7c1c751b-266e-4af9-95c9-74e5ca336daa,Adrenaline Bow Hunts,adrenaline-bow-hunts-tx,commercial,active,False,406 W Main St,78160,,,830-534-2596,jason@adrenalinebowhunts.com,https://www.adrenalinebowhunts.com/,,,,False,False,False,False,,,False,False,,,false,false,"[""https://images.unsplash.com/photo-1574607774561-e645c79a2478?w=800&h=400&fit=crop""]","Archery range located in Stockdale, TX.",Stockdale,Texas
90f08c54-d1e2-4b11-b02b-f90c2b9abdb0,Adventure Outdoors,adventure-outdoors-ga,commercial,active,False,2500 S Cobb Dr SE,30080,,,+17703339880,,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/georgia/Adventure Outdoors (Smyrna).jpg""]","Archery range located in Smyrna, GA.",Smyrna,Georgia
3d039a57-4675-4d32-85a4-1f8bb8ed8aa8,Adventures Archery,adventures-archery-fl,commercial,active,False,2210 US-301 #200,33619,27.9274715,-82.3499492,1-813-664-8700,adventuresarchery@gmail.com,https://adventuresarchery.com,,,,True,False,False,False,,,False,True,,,false,false,"[""https://freerangeamerican.azurewebsites.net/wp-content/uploads/2021/08/AdventureArchery3-1024x669.jpeg""]","Archery range located in Tampa, FL.",Tampa,Florida
c344b46b-52e0-4b1f-92e3-b8abbe4178ea,AgExpo Archery Park,agexpo-archery-park-tn,public,active,False,4201 Long Ln,,,,,,https://agexpopark.info,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/tennessee/AgExpo Archery Park (Franklin).jpg""]","Archery range located in Franklin, TN.",Franklin,Tennessee
15aba05a-9cd6-4e60-884f-54b375eb382d,Aim Takers Archery,aim-takers-archery-ky,volunteer_club,active,False,"1855 Barbourville Rd, Hwy 229",40744,,,+16068131992,aimtakersarchery@yahoo.com,,,,,False,False,False,False,,,False,False,,,false,false,"[""https://images.squarespace-cdn.com/content/v1/5ee90a4505d07a7ee025086a/1644937268224-OTJBG5R8XGTQYDR3QJMN/Aimtakers3.jpg""]",ASA-affiliated 3D archery club. Contact: Candace Metcalf.,london,Kentucky
4153a98e-78ac-4397-8c1e-5e09a0b1fb20,Alaskian Bowhunters Assoc.,alaskian-bowhunters-assoc-ak,commercial,active,False,"210 E. Park Avenue, Wasilla, AK 99654",99623,,,,alaskanbowhunters@gmail.com,https://alaskanbowhunters.com/,,,,False,False,False,False,,,False,False,,,false,false,"[""https://images.unsplash.com/photo-1574607774561-e645c79a2478?w=800&h=400&fit=crop""]",IBO pro shop (IBO directory).,WASILLA,Alaska
9f67864e-1fa1-4ab9-8745-7ce7fa450cf5,Alexander Lake Archery Range,alexander-lake-archery-range-ga,public,active,False,5015 Flat Bridge Rd SW,30281,,,,,,,,,False,False,False,False,,,False,False,,,false,false,"[""https://ir.4sqi.net/img/general/original/7529792_zDDq-yJQ1XQJZZaPcleVFphwkXPErAmIMWzKyR7UHrQ.jpg""]","Archery range located in Stockbridge, GA.",Stockbridge,Georgia
308e81e4-b886-4d12-a1b8-fb756a3be90b,Algonquin Archers Inc.,algonquin-archers-inc-ct,volunteer_club,active,False,192 Quanopaug Trail,06798,41.5871313,-73.1941686,,wilkie137@att.net,https://algonquinarchers.com,,,,False,True,False,False,,,False,True,,,false,false,"[""https://images.unsplash.com/photo-1574607774561-e645c79a2478?w=800&h=400&fit=crop""]","Archery range located in Woodbury, CT.",Woodbury,Connecticut
a64dcfcb-5e4a-4929-a048-58f0b3c5b4c0,All Things Accuracy,all-things-accuracy-ny,commercial,active,False,25 Sullivan Ave,12754,41.7846457,-74.7283116,,kb1j227@gmail.com,https://www.allthingsaccuracy.com/,,,,False,True,False,False,,,False,False,,,false,false,"[""https://images.squarespace-cdn.com/content/v1/641719bef1979f6b6551c0b5/333f9f04-c332-4c90-9631-9428737f64d0/IMG_0109.jpg?format=1000w""]","Archery range located in Liberty, NY.",Liberty,New York
9f1b0df2-e646-498c-abf8-901b344910a2,Allen Archery,allen-archery-ok,volunteer_club,active,False,28297 CR 1480,74825,,,+15803203966,jake_linker83@yahoo.com,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/oklahoma/Allen Archery (Allen).jpg""]",ASA-affiliated 3D archery club. Contact: Jake Linker.,Allen,Oklahoma
bd2a91ea-f89f-4deb-925a-5ec5ac1f8a0a,Allied Sportsmen,allied-sportsmen-ny,volunteer_club,active,False,12846 Clinton St,14004,,,716-864-2989,flo2@roadrunner.com,https://www.alliedsportsmen.com/,,,15,False,True,False,False,,,True,True,,,true,false,"[""https://alliedsportsmen.com/files/163/""]",ASA-affiliated 3D archery club. Contact: John Floriano.,Alden,New York
65abfed6-4596-4e67-8254-8fd2563f8325,Alma Rod & Gun Club,alma-rod-gun-club-wi,club,active,False,,,,,+16086853631,pln@dairynet.com,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/wisconsin/Alma Rod  Gun Club (Alma).jpg""]","Archery range located in Alma, WI.",Alma,Wisconsin
a33e19f7-5b67-4f02-8cac-0bcfb78f892c,Alpine Archery and Fly,alpine-archery-and-fly-or,commercial,active,False,117 Elm St,97850,45.3276961,-118.093475,541-963-4671,alpinearcheryllc@gmail.com,,"Mon-Fri 10:00 AM - 6:00 PM, Sat 10:00 AM - 4:00 PM, Sun Closed",,16,True,False,False,False,,,False,True,,,false,false,"[""state-range-photos/oregon/Alpine Archery and Fly (La Grande).jpg""]","Archery range located in La Grande, OR.",La Grande,Oregon
69033b29-cb78-4da4-883a-275457cbd17c,Alum Creek State Park Public Archery Range,alum-creek-state-park-public-archery-range-oh,public,active,False,4310 Curve Rd,43015,,,,,,,,,False,False,False,False,,,False,False,,,false,false,"[""https://trekohio.com/wp-content/uploads/201208_public-archery-range_7728139932-640x360.jpg""]","Archery range located in Delaware, OH.",Delaware,Ohio
6fb86a2a-9ca7-4372-a46f-5c8479158c18,American Outdoors Company,american-outdoors-company-la,volunteer_club,active,False,2009 Roald Reagan Hwy,70433,,,+19858922521,americanhunter85@gmail.com,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/louisiana/American Outdoors Company (Covington).jpg""]",ASA-affiliated 3D archery club. Contact: Ronnie Alpha.,Covington,Louisiana
f608833c-ca9e-4cc7-86f3-7b2e83474dae,Amherst Arms and Supply,amherst-arms-and-supply-va,commercial,active,False,4811 South Amherst Highway,24572,37.4408027,-79.1195363,434-929-1978,amherstarms@gmail.com,https://www.amherstarms.com/,,,,True,False,False,False,,,False,True,,,false,false,"[""state-range-photos/virginia/Amherst Arms and Supply (Madison Heights).jpg""]","Archery range located in Madison Heights, VA.",Madison Heights,Virginia
bef25081-4337-4691-a2a9-2d6c9c2c9489,Anchor Point Archery AZ,anchor-point-archery-az-az,volunteer_club,active,False,15836 W. Eddie Albert Way,85338,33.4095251,-112.3994692,602-881-8165,anchorpointarcheryaz@gmail.com,https://www.anchorpointarcheryaz.com,,,,False,False,False,True,,,False,True,,,false,false,"[""state-range-photos/arizona/Anchor Point Archery AZ (Goodyear).jpg""]","Archery range located in Goodyear, AZ.",Goodyear,Arizona
d7375d5e-f530-4b1e-b69e-dbf05c518c34,Anderson County Sportsmans Club,anderson-county-sportsmans-club-ky,volunteer_club,active,False,1070 Old Joe Rd,40342,,,502-839-4779,garybaugh45@gmail.com,https://andersoncountysportsmansclub.com,,,,False,False,False,True,,,False,False,,,false,false,"[""state-range-photos/kentucky/Anderson County Sportsmans Club (Lawrenceburg).jpg""]",ASA-affiliated 3D archery club. Contact: Gary Baugh.,Lawrenceburg,Kentucky
44c6f30d-f85f-4715-a91b-e9e890fd8edf,Andover Sportsmans Club,andover-sportsmans-club-ct,club,active,False,122 Route 6,06232,,,,,,,,,False,False,False,False,,,False,False,,,false,false,"[""http://andoversportsmensclub.org/pictures/pages/archery/full/MAIN-LG.jpg""]","Archery range located in Andover, CT.",Andover,Connecticut
c898aa43-03f5-47a4-892e-2c3a660823ca,Androscoggin Valley Fish and Game,androscoggin-valley-fish-and-game-nh,commercial,active,False,"229 E Side River Road, Milan, NH 03588",03570,,,603-723-1983,archery@avfga.org,https://avfga.org/,9:00 am until sunset,,,False,True,False,True,$60 single adult range pass,$15 adults / $5 ages 13-17 / free under 12 (Thursday public shoots),False,False,,,false,false,"[""state-range-photos/new-hampshire/Androscoggin Valley Fish and Game (Milan).jpg""]",IBO pro shop (IBO directory).,Milan,New Hampshire
ff46a64d-b0e5-4747-92f7-23fd62df93af,Ani Kawi Bowhunters,ani-kawi-bowhunters-tn,volunteer_club,active,False,1400 West Gaines St,38464,,,+19312314000,dlaaron51@aol.com,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/tennessee/Ani Kawi Bowhunters (Lawrenceburg).jpg""]",ASA-affiliated 3D archery club. Contact: Danny Aaron.,Lawrenceburg,Tennessee
2fb2ff8c-2266-40c7-b0fa-d7cf23761666,Anne Arundel Archers,anne-arundel-archers-md,club,active,False,1188 MD-3,,,,,AnneArundelArcheryClub@gmail.com,https://www.annearundelarchers.org/,Open all year dawn to dusk,,,False,True,True,False,,,False,True,,,false,false,"[""state-range-photos/maryland/Anne Arundel Archers (Crownsville).jpg""]","Archery range located in Crownsville, MD.",Crownsville,Maryland
93534078-7113-4334-9e4f-3c039b6d17b1,Antelope Archers Inc,antelope-archers-inc-ca,volunteer_club,active,False,"19400 Ave 398, Woodlake CA 93286",93286,36.5107876,-119.1379557,,bd6harts@gmail.com,https://woodlakeantelopearchers.com,,,,False,False,False,False,,,False,False,,,false,false,"[""https://images.unsplash.com/photo-1574607774561-e645c79a2478?w=800&h=400&fit=crop""]","Archery range located in Woodlake, CA.",Woodlake,California
c270467a-d9d2-4a1e-a8bf-90267c9133c9,Antler Archers,antler-archers-wi,club,active,False,"8720 Deer Rd, Wisconsin Rapids, WI 54494",,,,,jesse_79_2000@yahoo.com,http://www.antlerarchers.com,,,,False,False,False,False,,,False,False,,,false,false,"[""http://www.antlersarchery.com/wp-content/uploads/2016/05/DSC_0102-e1535922974875.jpg""]","Archery range located in Wisconsin Rapids, WI.",Wisconsin Rapids,Wisconsin
2423c8b9-cc99-4e50-aa70-6e07d2032ae7,Apache Bow Hunters Inc,apache-bow-hunters-inc-az,club,active,False,096 Russell Rd,85501,,,+19284256174,apachebowhunters@hotmail.com,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/arizona/Apache Bow Hunters Inc (Globe).jpg""]","Archery range located in Globe, AZ.",Globe,Arizona
2079d363-812b-4762-b7da-c2ff27eda5ed,Apache Bowhunters,apache-bowhunters-oh,volunteer_club,active,False,7875 Lockbourne Rd,43137,,,+16142727107,marcia@breezelineohio.net,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/ohio/Apache Bowhunters (Lockbourne).jpg""]",ASA-affiliated 3D archery club. Contact: Marcia Campbell.,Lockbourne,Ohio
37573db4-4c61-4aa8-a067-901b703799cf,Apex Archery,apex-archery-ca,volunteer_club,active,False,2140 34th Street,95822,38.5215935,-121.4907154,+15597990745,info@apexarchery.club,,,,,False,False,False,False,,,False,False,,,false,false,"[""https://img.particlenews.com/image.php?type=thumbnail_580x000&url=41llfV_18CPgeXC00""]","Archery range located in Sacramento, CA.",Sacramento,California
965b4492-c5b4-43a4-8426-b1c59ecb78e9,APG Bowmen Club,apg-bowmen-club-md,club,active,False,,,,,,,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/maryland/APG Bowmen Club (Aberdeen).jpg""]","Archery range located in Aberdeen, MD.",Aberdeen,Maryland
170ecbc5-4a14-4856-a714-4f7fba53cc36,Appalachian Archers,appalachian-archers-nc,volunteer_club,active,False,2880 Ashworth Rd,28752,,,+18283330606,jburnette0821@gmail.com,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/north-carolina/Appalachian Archers (Marion).jpg""]",ASA-affiliated 3D archery club. Contact: John Burnette.,Marion,North Carolina
f89428b7-e81e-4330-954f-fefc241c4d3c,Appalachian Bowhunters Association,appalachian-bowhunters-association-wv,commercial,active,False,"55 East Main Street, Buckhannon WV 26201",26201,,,,appalachianbowhunterchallenge@gmail.com,https://appalachianbowhunterchallenge.com,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/west-virginia/Appalachian Bowhunters Association (Buckhannon).jpg""]",IBO pro shop (IBO directory).,Buckhannon,West Virginia
0a7b86e8-ad31-453a-992a-fede290c1d82,Appalachian Bowmen,appalachian-bowmen-nj,volunteer_club,active,False,118 Shotwell Rd,07860,40.9943975,-74.8229236,,appbowsec@gmail.com,https://appalachianbowmen.org/,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/new-jersey/Appalachian Bowmen (Newton).jpg""]","Archery range located in Newton, NJ.",Newton,New Jersey
ce90d8c3-1ff7-46bb-9816-79bb4b807c97,"Appomattox River Archery, LLC",appomattox-river-archery-llc-va,volunteer_club,active,False,3511 Chesdin Lake Rd,23833,,,+18047123623,appomattoxriverarchery@aol.com,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/virginia/Appomattox River Archery LLC (Church Road).jpg""]",ASA-affiliated 3D archery club. Contact: Christopher Orr.,Church Road,Virginia
5b157b54-0d38-4198-b311-3fbcbe6e306b,APX,apx-oh,volunteer_club,active,False,301 Batson Rd,45177,39.3786268,-83.8306666,+19372051134,,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/ohio/APX (Wilmington).jpg""]","Archery range located in Wilmington, OH.",Wilmington,Ohio
0b9747f8-e21e-49c3-8b56-57d9cc97d294,Archer's Alley,archer-s-alley-co,commercial,active,False,410 JL Ranch Heights Rd,80926,,,,,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/colorado/Archers Alley (Colorado Springs).jpg""]","Archery range located in Colorado Springs, CO.",Colorado Springs,Colorado
95bd8d28-249c-46c5-bde7-e3685a9cbf1b,Archers Afield,archers-afield-or,commercial,active,False,"11945 SW PACIFIC HWY, Suite 121",97223,45.434822,-122.7670411,503-639-3553,archers@archersafield.com,,Mon-Sun 10:00 AM - 6:30 PM,,,False,False,False,False,,,False,True,,,false,false,"[""state-range-photos/oregon/Archers Afield (PORTLAND).jpg""]","Archery range located in PORTLAND, OR.",PORTLAND,Oregon
c3e2af84-c3df-4cb3-9f2f-0ee47e5f035a,Archers Artemis,archers-artemis-ma,commercial,active,False,10 Industrial Way,01913,,,+13512075185,dricci@archersartemis.com,https://archersartemis.com/,,,22,False,False,False,False,,,False,True,,,false,false,"[""state-range-photos/massachusetts/Archers Artemis (Amesbury).png""]","Archery range located in Amesbury, MA.",Amesbury,Massachusetts
1efe0139-2cf6-4923-ade8-25c10daead30,Archers de Santa Fe,archers-de-santa-fe-nm,club,active,False,,,,,,info@archersdesantafe.org,https://archersdesantafe.org/,"Use of the range is self-supervised, and members are able to access and use the range seven days a week at their own convenience; weekly 3D shoots beginning early April until end of August starting at 4:30pm",,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/new-mexico/Archers de Santa Fe (Santa Fe).jpg""]","Archery range located in Santa Fe, NM.",Santa Fe,New Mexico
3b74d924-c436-41e1-82a3-9ff15171ca8f,Archers For Christ,archers-for-christ-tx,volunteer_club,active,False,557 CR 32500,75460,,,,dtyler101961@gmail.com,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/texas/Archers For Christ (Paris).jpg""]",ASA-affiliated 3D archery club. Contact: David Tyler.,Paris,Texas
4e8adefa-d6ff-465c-b807-1e900f309526,Archers Haven,archers-haven-tx,volunteer_club,active,False,23655 FM 306,78133,29.936343,-98.2859643,,watsonarchery@gmail.com,http://www.archershaven.org,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/texas/Archers Haven (Canyon Lake).jpg""]","Archery range located in Canyon Lake, TX.",Canyon Lake,Texas
6893669b-b2b7-436e-abd7-537b19943a5d,Archers Haven LLC,archers-haven-llc-vt,commercial,active,False,"118 Fernwood Cir, Newport, VT 05855",05855,,,,,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/vermont/Archers Haven LLC (Newport).jpg""]",IBO pro shop (IBO directory).,Newport,Vermont
c3e9fdd7-d20d-46f1-aa00-bfc5a4c460ab,Archery Battles San Antonio,archery-battles-san-antonio-tx,commercial,active,False,"8235 Vicar Dr, San Antonio, TX 78218",,,,+12103194399,,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/texas/Archery Battles San Antonio (San Antonio).jpg""]","Archery range located in San Antonio, TX.",San Antonio,Texas
d6ac2c61-7b50-4bba-8f75-b06f2992ec5f,Archery by Eleanor,archery-by-eleanor-az,commercial,active,False,3850 S McQueen Rd,85286,,,(480) 359-7242,archeryeleanor@gmail.com,https://www.archeryeleanor.com,,,,False,False,False,False,,,False,True,$35-$75/hour,,false,false,"[""https://s3-media0.fl.yelpcdn.com/bphoto/14jwmA_tZX6Y_RzGK_jjtw/l.jpg""]","Archery range located in Chandler, AZ.",Chandler,Arizona
5f0822cd-1039-4198-9e7b-ab98506a79a6,Archery Central LLC,archery-central-llc-id,commercial,active,False,"6611 Cleveland Blvd, Caldwell, ID 83607",,,,(208) 629-9564,,https://archerycentralllc.com/,Monday-Friday 11-7; Saturday 9-5; Sunday Closed,,,True,False,False,False,,,False,True,,,false,false,"[""state-range-photos/idaho/Archery Central LLC (unknown).jpg""]",,,Idaho
98850897-1be2-4ff2-b9e0-4a78595df23a,Archery Connection,archery-connection-ny,commercial,active,False,,12122,,,,,,,,,False,False,False,False,,,False,False,,,false,false,"[""state-range-photos/new-york/Archery Connection (Middleburgh).jpg""]",IBO pro shop (IBO directory).,Middleburgh,New York
377b194c-900d-4822-bcdc-d9c603476522,Archery Country,archery-country-tx,commercial,active,False,"8121 Research Blvd, Ste A",78758,30.3530517,-97.7139425,512-452-1222,info@archeryhqtx.com,https://www.austinarcherycountry.com/,,,,False,False,False,False,,,False,True,,,false,false,"[""https://s3-media0.fl.yelpcdn.com/bphoto/dBk3429UjTWNdruoKrkL-w/o.jpg""]","Archery range located in Austin, TX.",Austin,Texas
